"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"NG","Novagold Resources Inc.","11.44","$3.76B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/ng",
"NTN","NTN Buzztime, Inc.","1.08","$3.15M","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/ntn",
"NES","Nuverra Environmental Solutions, Inc.","1.55","$24.43M","2017","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/nes",
"OBLG","Oblong Inc.","0.9466","$5.11M","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/oblg",
"OCX","OncoCyte Corporation","2.25","$140.56M","2015","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/ocx",
"OGEN","Oragenics Inc.","0.3919","$18.08M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ogen",
"PCG^A","Pacific Gas & Electric Co.","27.41","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pcg^a",
"PCG^B","Pacific Gas & Electric Co.","24.62","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pcg^b",
"PCG^C","Pacific Gas & Electric Co.","22","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pcg^c",
"PCG^D","Pacific Gas & Electric Co.","22.74","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pcg^d",
"PCG^E","Pacific Gas & Electric Co.","23.5","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pcg^e",
"PCG^G","Pacific Gas & Electric Co.","22.4501","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pcg^g",
"PCG^H","Pacific Gas & Electric Co.","20.4","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pcg^h",
"PCG^I","Pacific Gas & Electric Co.","19.85","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pcg^i",
"PTN","Palatin Technologies, Inc.","0.4206","$96.42M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ptn",
"PZG","Paramount Gold Nevada Corp.","0.8901","$24.73M","2015","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/pzg",
"PRK","Park National Corporation","76.51","$1.24B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/prk",
"PED","Pedevco Corp.","0.8786","$63.37M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/ped",
"PFNX","Pfenex Inc.","6.09","$208.4M","2014","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/pfnx",
"HNW","Pioneer Diversified High Income Trust","10.62","$88.49M","2007","n/a","n/a","https://old.nasdaq.com/symbol/hnw",
"PLAG","Planet Green Holdings Corp","3.75","$34.6M","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/plag",
"PLG","Platinum Group Metals Ltd.","1.48","$92.27M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/plg",
"PLYM^A","Plymouth Industrial REIT, Inc.","24.184","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/plym^a",
"PLM","Polymet Mining Corp.","0.2324","$233.87M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/plm",
"PW","Power REIT","12.8","$24.49M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/pw",
"PW^A","Power REIT","25.175","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pw^a",
"PLX","Protalix BioTherapeutics, Inc.","3.79","$122.96M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/plx",
"RLGT","Radiant Logistics, Inc.","3.48","$172.87M","n/a","Transportation","Oil Refining/Marketing","https://old.nasdaq.com/symbol/rlgt",
"UTG","Reaves Utility Income Fund","28.43","$1.39B","2004","n/a","n/a","https://old.nasdaq.com/symbol/utg",
"RHE","Regional Health Properties, Inc.","1.24","$2.09M","2017","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/rhe",
"RHE^A","Regional Health Properties, Inc.","1.98","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rhe^a",
"RCG","RENN Fund, Inc.","1.12","$6.67M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rcg",
"RVP","Retractable Technologies, Inc.","2.77","$90.53M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/rvp",
"REI","Ring Energy, Inc.","0.58","$39.44M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/rei",
"RIF","RMR Real Estate Income Fund","10.26","$104.67M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/rif",
"SACC","Sachem Capital Corp.","20.26","n/a","2019","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/sacc",
"SACH","Sachem Capital Corp.","2.08","$46M","2017","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/sach",
"SCCB","Sachem Capital Corp.","21.7","n/a","2019","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/sccb",
"SNMP","Sanchez Midstream Partners LP","0.3242","$6.48M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/snmp",
"SEB","Seaboard Corporation","3015","$3.51B","1996","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/seb",
"SENS","Senseonics Holdings, Inc.","0.6563","$133.96M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/sens",
"SVT","Servotronics, Inc.","7.2","$17.84M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/svt",
"SMTS","Sierra Metals Inc.","0.74","$119.97M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/smts",
"SIF","SIFCO Industries, Inc.","2.25","$13.18M","n/a","Capital Goods","Aerospace","https://old.nasdaq.com/symbol/sif",
"SVM","Silvercorp Metals Inc.","3.36","$581.58M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/svm",
"SILV","SilverCrest Metals Inc.","6.01","$737.76M","2018","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/silv",
"XPL","Solitario Zinc Corp.","0.204","$11.86M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/xpl",
"SCE^B","Southern California Edison Company","21","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sce^b",
"SCE^C","Southern California Edison Company","22.8242","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sce^c",
"SCE^D","Southern California Edison Company","22.9555","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sce^d",
"SCE^E","Southern California Edison Company","23.7","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sce^e",
"LOV","Spark Networks, Inc.","2.92","$37.92M","2017","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/lov",
"SDI","Standard Diversified Inc.","10.91","$180.92M","n/a","Consumer Non-Durables","Tobacco","https://old.nasdaq.com/symbol/sdi",
"STXS","Stereotaxis, Inc.","3.49","$240.94M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/stxs",
"SSY","SunLink Health Systems, Inc.","0.682","$4.76M","n/a","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/ssy",
"SDPI","Superior Drilling Products, Inc.","0.3001","$7.63M","2014","Energy","Metal Fabrications","https://old.nasdaq.com/symbol/sdpi",
"SYN","Synthetic Biologics, Inc","0.3261","$5.53M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/syn",
"TKAT","Takung Art Co., Ltd.","1.2299","$13.84M","n/a","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/tkat",
"TALO.WS","Talos Energy, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/talo.ws",
"TRX","Tanzanian Gold Corporation","0.5208","$82.46M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/trx",
"TGB","Taseko Mines Limited","0.3056","$75.24M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/tgb",
"TGC","Tengasco, Inc.","0.4882","$5.21M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/tgc",
"GLU","The Gabelli Global Utility and Income Trust","13.94","$74.85M","2004","n/a","n/a","https://old.nasdaq.com/symbol/glu",
"GLU^A","The Gabelli Global Utility and Income Trust","43.12","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/glu^a",
"GLU^B","The Gabelli Global Utility and Income Trust","50.82","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/glu^b",
"GGO","The Gabelli Go Anywhere Trust","8.52","$13.21M","2016","n/a","n/a","https://old.nasdaq.com/symbol/ggo",
"GGO^A","The Gabelli Go Anywhere Trust","40.22","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ggo^a",
"TDW.WS","Tidewater Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tdw.ws",
"TMP","Tompkins Financial Corporation","67.76","$1.01B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/tmp",
"TAT","Transatlantic Petroleum Ltd","0.2101","$13.1M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/tat",
"TRXC","TransEnterix, Inc.","0.429","$19.77M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/trxc",
"TMQ","Trilogy Metals Inc.","1.56","$219.44M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/tmq",
"TPHS","Trinity Place Holdings Inc.","1.21","$39.07M","n/a","Consumer Services","Building operators","https://old.nasdaq.com/symbol/tphs",
"TRT","Trio-Tech International","2.85","$10.47M","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/trt",
"UFAB","Unique Fabricating, Inc.","3.6","$35.2M","2015","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/ufab",
"UAMY","United States Antimony Corporation","0.373","$25.98M","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/uamy",
"UUU","Universal Security Instruments, Inc.","0.4487","$1.04M","n/a","Technology","Electronic Components","https://old.nasdaq.com/symbol/uuu",
"URG","Ur Energy Inc","0.5312","$85.25M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/urg",
"UEC","Uranium Energy Corp.","0.8694","$159.89M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/uec",
"VHC","VirnetX Holding Corp","5.66","$400.94M","n/a","Miscellaneous","Multi-Sector Companies","https://old.nasdaq.com/symbol/vhc",
"VGZ","Vista Gold Corporation","0.6117","$61.6M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/vgz",
"VNRX","VolitionRX Limited","3.74","$154.11M","2015","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/vnrx",
"VOLT","Volt Information Sciences, Inc.","0.6847","$14.66M","n/a","Technology","Professional Services","https://old.nasdaq.com/symbol/volt",
"EAD","Wells Fargo Income Opportunities Fund","6.54","$398.9M","2003","n/a","n/a","https://old.nasdaq.com/symbol/ead",
"ERC","Wells Fargo Multi-Sector Income Fund","9.71","$296.87M","2003","n/a","n/a","https://old.nasdaq.com/symbol/erc",
"ERH","Wells Fargo Utilities and High Income Fund","11.28","$104.51M","2004","n/a","n/a","https://old.nasdaq.com/symbol/erh",
"WRN","Western Copper and Gold Corporation","0.589","$65.16M","2011","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/wrn",
"WYY","WidePoint Corporation","0.3816","$31.99M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/wyy",
"WTT","Wireless Telecom Group,  Inc.","0.787","$17.04M","n/a","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/wtt",
"XTNT","Xtant Medical Holdings, Inc.","0.68","$8.99M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/xtnt",
"ZDGE","Zedge, Inc.","1.08","$13.18M","2016","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/zdge",
"ZOM","Zomedica Pharmaceuticals Corp.","0.1537","$16.61M","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/zom",
