"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"EMB","iShares J.P. Morgan USD Emerging Markets Bond ETF","97.83","$12.12B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/emb",
"MBB","iShares MBS ETF","110.13","$21.03B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mbb",
"JKI","iShares Morningstar Mid-Cap ETF","110.03","$308.08M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jki",
"ACWX","iShares MSCI ACWI ex US Index Fund","38.01","$3.06B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/acwx",
"ACWI","iShares MSCI ACWI Index Fund","64.77","$10.82B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/acwi",
"AAXJ","iShares MSCI All Country Asia ex Japan Index Fund","61.2","$3.4B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/aaxj",
"EWZS","iShares MSCI Brazil Small-Cap ETF","10.27","$88.84M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ewzs",
"MCHI","iShares MSCI China ETF","58.66","$5.21B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/mchi",
"SCZ","iShares MSCI EAFE Small-Cap ETF","45.94","$7.61B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/scz",
"EEMA","iShares MSCI Emerging Markets Asia ETF","58.6605","$425.29M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/eema",
"EMXC","iShares MSCI Emerging Markets ex China ETF","36.76","$25.73M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/emxc",
"EUFN","iShares MSCI Europe Financials Sector Index Fund","11.89","$355.51M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/eufn",
"IEUS","iShares MSCI Europe Small-Cap ETF","39.7585","$99.4M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ieus",
"RING","iShares MSCI Global Gold Miners ETF","25.69","$381.5M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ring",
"SDG","iShares MSCI Global Impact ETF","59.7595","$95.62M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sdg",
"EWJE","iShares MSCI Japan Equal Weighted ETF","29.59","$5.92M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ewje",
"EWJV","iShares MSCI Japan Value ETF","20.675","$6.2M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ewjv",
"ENZL","iShares MSCI New Zealand ETF","47.05","$105.86M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/enzl",
"QAT","iShares MSCI Qatar ETF","15.055","$73.77M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/qat",
"TUR","iShares MSCI Turkey ETF","19.49","$178.33M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/tur",
"UAE","iShares MSCI UAE ETF","9.54","$46.27M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/uae",
"IBB","iShares Nasdaq Biotechnology Index Fund","122.42","$7.71B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ibb",
"SOXX","iShares PHLX SOX Semiconductor Sector Index Fund","215.28","$2.25B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/soxx",
"PFF","iShares Preferred and Income Securities ETF","33.18","$14.55B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/pff",
"AMCA","iShares Russell 1000 Pure U.S. Revenue ETF","24.5684","$3.69M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/amca",
"EMIF","iShares S&P Emerging Markets Infrastructure Index Fund","20.49","$13.32M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/emif",
"ICLN","iShares S&P Global Clean Energy Index Fund","10.02","$528.05M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/icln",
"WOOD","iShares S&P Global Timber & Forestry Index Fund","47.6093","$162.82M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/wood",
"INDY","iShares S&P India Nifty 50 Index Fund","25.9486","$451.51M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/indy",
"IJT","iShares S&P Small-Cap 600 Growth ETF","140.05","$3.46B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ijt",
"DVY","iShares Select Dividend ETF","76.08","$12.68B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dvy",
"SHV","iShares Short Treasury Bond ETF","110.92","$24.47B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/shv",
"IGSB","iShares Short-Term Corporate Bond ETF","53.34","$15B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/igsb",
"ITMR","Itamar Medical Ltd.","14.38","$202.81M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/itmr",
"ITI","Iteris, Inc.","3.5","$142.18M","n/a","Capital Goods","Telecommunications Equipment","https://old.nasdaq.com/symbol/iti",
"ITRM","Iterum Therapeutics plc","2.725","$40.52M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/itrm",
"ITRI","Itron, Inc.","61.53","$2.47B","1993","Capital Goods","Electrical Products","https://old.nasdaq.com/symbol/itri",
"ITRN","Ituran Location and Control Ltd.","14.94","$314.35M","2005","Technology","Electronic Components","https://old.nasdaq.com/symbol/itrn",
"ISEE","IVERIC bio, Inc.","3.71","$154.46M","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/isee",
"IZEA","IZEA Worldwide, Inc.","0.1841","$6.46M","n/a","Consumer Services","Advertising","https://old.nasdaq.com/symbol/izea",
"JJSF","J & J Snack Foods Corp.","121.45","$2.3B","1986","Consumer Non-Durables","Specialty Foods","https://old.nasdaq.com/symbol/jjsf",
"MAYS","J. W. Mays, Inc.","22.6111","$45.58M","n/a","Consumer Services","Building operators","https://old.nasdaq.com/symbol/mays",
"JBHT","J.B. Hunt Transport Services, Inc.","99.88","$10.61B","n/a","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/jbht",
"JCOM","j2 Global, Inc.","71.47","$3.48B","1999","Technology","Telecommunications Equipment","https://old.nasdaq.com/symbol/jcom",
"JKHY","Jack Henry & Associates, Inc.","156.38","$12B","1985","Technology","EDP Services","https://old.nasdaq.com/symbol/jkhy",
"JACK","Jack In The Box Inc.","53.29","$1.21B","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/jack",
"JAGX","Jaguar Health, Inc.","0.437","$9.17M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/jagx",
"JAKK","JAKKS Pacific, Inc.","0.575","$20.25M","1996","Consumer Non-Durables","Recreational Products/Toys","https://old.nasdaq.com/symbol/jakk",
"JRVR","James River Group Holdings, Ltd.","35.36","$1.08B","2014","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/jrvr",
"JAN","JanOne Inc.","2.57","$5.12M","n/a","Consumer Services","Home Furnishings","https://old.nasdaq.com/symbol/jan",
"JSML","Janus Henderson Small Cap Growth Alpha ETF","35.1525","$31.71M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jsml",
"JSMD","Janus Henderson Small/Mid Cap Growth Alpha ETF","37.04","$79.72M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/jsmd",
"JAZZ","Jazz Pharmaceuticals plc","103.25","$5.8B","2007","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/jazz",
"JD","JD.com, Inc.","43.24","$63.5B","2014","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/jd",
"JRSH","Jerash Holdings (US), Inc.","4.7","$53.23M","2018","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/jrsh",
"JBLU","JetBlue Airways Corporation","8.33","$2.25B","2002","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/jblu",
"JCTCF","Jewett-Cameron Trading Company","5.25","$18.28M","n/a","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/jctcf",
"JFIN","Jiayin Group Inc.","2.5001","$135.07M","2019","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/jfin",
"JMPNL","JMP Group LLC","19.35","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/jmpnl",
"JMPNZ","JMP Group LLC","17.693","n/a","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/jmpnz",
"MFH","JMU Limited","0.606","$9.66M","2015","Technology","EDP Services","https://old.nasdaq.com/symbol/mfh",
"JBSS","John B. Sanfilippo & Son, Inc.","86.47","$987.39M","1991","Consumer Non-Durables","Specialty Foods","https://old.nasdaq.com/symbol/jbss",
"JOUT","Johnson Outdoors Inc.","58.1","$585.08M","n/a","Consumer Non-Durables","Recreational Products/Toys","https://old.nasdaq.com/symbol/jout",
"JNCE","Jounce Therapeutics, Inc.","4.53","$154.24M","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/jnce",
"YY","JOYY Inc.","59.73","$4.84B","2012","Technology","EDP Services","https://old.nasdaq.com/symbol/yy",
"KALU","Kaiser Aluminum Corporation","73.12","$1.16B","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/kalu",
"KXIN","Kaixin Auto Holdings","0.91","$55.83M","2017","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/kxin",
"KALA","Kala Pharmaceuticals, Inc.","9.5","$518.44M","2017","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/kala",
"KLDO","Kaleido Biosciences, Inc.","6.29","$191.35M","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/kldo",
"KALV","KalVista Pharmaceuticals, Inc.","10.91","$194.7M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/kalv",
"KMDA","Kamada Ltd.","7.5","$333.93M","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/kmda",
"KNDI","Kandi Technologies Group, Inc.","3.71","$195.96M","n/a","Capital Goods","Auto Manufacturing","https://old.nasdaq.com/symbol/kndi",
"KRTX","Karuna Therapeutics, Inc.","84.02","$2.19B","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/krtx",
"KPTI","Karyopharm Therapeutics Inc.","23.68","$1.73B","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/kpti",
"KZIA","Kazia Therapeutics Limited","2.9","$20.93M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/kzia",
"KBLM","KBL Merger Corp. IV","10.76","$48.33M","2017","Finance","Business Services","https://old.nasdaq.com/symbol/kblm",
"KBLMR","KBL Merger Corp. IV","0.09","n/a","2017","Finance","Business Services","https://old.nasdaq.com/symbol/kblmr",
"KBLMU","KBL Merger Corp. IV","11.2","n/a","2017","Finance","Business Services","https://old.nasdaq.com/symbol/kblmu",
"KBLMW","KBL Merger Corp. IV","0.06","n/a","2017","Finance","Business Services","https://old.nasdaq.com/symbol/kblmw",
"KBSF","KBS Fashion Group Limited","1.64","$4.25M","2013","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/kbsf",
"KRNY","Kearny Financial","7.98","$667.84M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/krny",
"KELYA","Kelly Services, Inc.","13.33","$521.44M","n/a","Technology","Professional Services","https://old.nasdaq.com/symbol/kelya",
"KELYB","Kelly Services, Inc.","13.961","$546.12M","n/a","Technology","Professional Services","https://old.nasdaq.com/symbol/kelyb",
"KMPH","KemPharm, Inc.","0.246","$14.11M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/kmph",
"KFFB","Kentucky First Federal Bancorp","5.8167","$48.21M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/kffb",
"KROS","Keros Therapeutics, Inc.","27.06","$543.62M","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/kros",
"KEQU","Kewaunee Scientific Corporation","8.36","$22.99M","n/a","Capital Goods","Medical Specialities","https://old.nasdaq.com/symbol/kequ",
"KTCC","Key Tronic Corporation","3.925","$42.23M","1983","Technology","Computer peripheral equipment","https://old.nasdaq.com/symbol/ktcc",
"KZR","Kezar Life Sciences, Inc.","4.47","$170.64M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/kzr",
"KFRC","Kforce, Inc.","27.88","$633.82M","1995","Technology","Professional Services","https://old.nasdaq.com/symbol/kfrc",
"KE","Kimball Electronics, Inc.","11.15","$280.96M","n/a","Technology","Electrical Products","https://old.nasdaq.com/symbol/ke",
"KBAL","Kimball International, Inc.","10.46","$384.96M","n/a","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/kbal",
"KIN","Kindred Biosciences, Inc.","3.79","$148.91M","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/kin",
"KGJI","Kingold Jewelry Inc.","1.053","$11.84M","n/a","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/kgji",
"KINS","Kingstone Companies, Inc","5.23","$56.5M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/kins",
"KNSA","Kiniksa Pharmaceuticals, Ltd.","20.45","$416.94M","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/knsa",
"KNSL","Kinsale Capital Group, Inc.","110.54","$2.46B","2016","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/knsl",
"KIRK","Kirkland&#39;s, Inc.","0.8819","$12.34M","2002","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/kirk",
"KTOV","Kitov Pharma Ltd.","0.3086","$15.58M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ktov",
"KTOVW","Kitov Pharma Ltd.","0.0325","n/a","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ktovw",
"KLAC","KLA Corporation ","148.59","$23.29B","1980","Capital Goods","Electronic Components","https://old.nasdaq.com/symbol/klac",
"KLXE","KLX Energy Services Holdings, Inc. ","0.73","$18.06M","n/a","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/klxe",
"KOD","Kodiak Sciences Inc","51.63","$2.29B","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/kod",
"KOPN","Kopin Corporation","0.37","$31.42M","1992","Technology","Semiconductors","https://old.nasdaq.com/symbol/kopn",
"KRNT","Kornit Digital Ltd.","26.57","$1.08B","2015","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/krnt",
"KOSS","Koss Corporation","1.16","$8.59M","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/koss",
"KWEB","KraneShares Trust KraneShares CSI China Internet ETF","47.7","$162.18M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/kweb",
"KTOS","Kratos Defense & Security Solutions, Inc.","13.93","$1.49B","n/a","Capital Goods","Military/Government/Technical","https://old.nasdaq.com/symbol/ktos",
"KRYS","Krystal Biotech, Inc.","47.13","$818.67M","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/krys",
"KLIC","Kulicke and Soffa Industries, Inc.","22.37","$1.43B","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/klic",
"KURA","Kura Oncology, Inc.","10.44","$474.27M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/kura",
"KRUS","Kura Sushi USA, Inc.","9.83","$82M","2019","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/krus",
"KVHI","KVH Industries, Inc.","8.07","$144.99M","1996","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/kvhi",
"FSTR","L.B. Foster Company","12.68","$135.76M","n/a","Basic Industries","Metal Fabrications","https://old.nasdaq.com/symbol/fstr",
"LJPC","La Jolla Pharmaceutical Company","6.6","$179.62M","1994","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/ljpc",
"LSBK","Lake Shore Bancorp, Inc.","12.9781","$76.86M","n/a","Finance","Savings Institutions","https://old.nasdaq.com/symbol/lsbk",
"LBAI","Lakeland Bancorp, Inc.","10.18","$514.23M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/lbai",
"LKFN","Lakeland Financial Corporation","36.37","$934.75M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/lkfn",
"LAKE","Lakeland Industries, Inc.","16.47","$131.31M","1986","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/lake",
"LRCX","Lam Research Corporation","243.63","$35.46B","1984","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/lrcx",
"LAMR","Lamar Advertising Company","48.73","$4.9B","1996","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/lamr",
"LANC","Lancaster Colony Corporation","135.96","$3.74B","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/lanc",
"LCA","Landcadia Holdings II, Inc.","9.86","$389.78M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/lca",
"LCAHU","Landcadia Holdings II, Inc.","9.9501","$248.75M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/lcahu",
"LCAHW","Landcadia Holdings II, Inc.","0.43","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/lcahw",
"LNDC","Landec Corporation","10.16","$296.49M","1996","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/lndc",
"LARK","Landmark Bancorp Inc.","20.98","$94.58M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/lark",
"LMRK","Landmark Infrastructure Partners LP","10.52","$267.95M","2014","Consumer Services","Real Estate","https://old.nasdaq.com/symbol/lmrk",
"LMRKN","Landmark Infrastructure Partners LP","21.926","$43.85M","n/a","Consumer Services","Real Estate","https://old.nasdaq.com/symbol/lmrkn",
"LMRKO","Landmark Infrastructure Partners LP","21.663","$53.36M","n/a","Consumer Services","Real Estate","https://old.nasdaq.com/symbol/lmrko",
"LMRKP","Landmark Infrastructure Partners LP","22.2015","$35.37M","n/a","Consumer Services","Real Estate","https://old.nasdaq.com/symbol/lmrkp",
"LE","Lands&#39; End, Inc.","7.37","$238.65M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/le",
"LSTR","Landstar System, Inc.","98.15","$3.77B","1993","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/lstr",
"LNTH","Lantheus Holdings, Inc.","13.31","$528.63M","2015","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://old.nasdaq.com/symbol/lnth",
"LTRX","Lantronix, Inc.","2.38","$66.01M","2000","Technology","Computer Communications Equipment","https://old.nasdaq.com/symbol/ltrx",
"LSCC","Lattice Semiconductor Corporation","18.72","$2.52B","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/lscc",
"LAUR","Laureate Education, Inc.","8.445","$1.77B","2017","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/laur",
"LAWS","Lawson Products, Inc.","28.74","$258.55M","n/a","Consumer Durables","Industrial Specialties","https://old.nasdaq.com/symbol/laws",
"LAZY","Lazydays Holdings, Inc.","2.22","$18.88M","n/a","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/lazy",
"LCNB","LCNB Corporation","11.93","$154.46M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/lcnb",
"LPTX","LEAP THERAPEUTICS, INC.","1.9","$68.02M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/lptx",
"LEGH","Legacy Housing Corporation","9.17","$227.07M","2018","Basic Industries","Homebuilding","https://old.nasdaq.com/symbol/legh",
"INFR","Legg Mason Global Infrastructure ETF","24.94","$17.46M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/infr",
"LVHD","Legg Mason Low Volatility High Dividend ETF","26.85","$669.91M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lvhd",
"SQLV","Legg Mason Small-Cap Quality Value ETF","18.1821","$9.09M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/sqlv",
"LACQ","Leisure Acquisition Corp.","10.4","$248.31M","2017","Finance","Business Services","https://old.nasdaq.com/symbol/lacq",
"LACQU","Leisure Acquisition Corp.","9.93","n/a","2017","Finance","Business Services","https://old.nasdaq.com/symbol/lacqu",
"LACQW","Leisure Acquisition Corp.","0.15","n/a","2017","Finance","Business Services","https://old.nasdaq.com/symbol/lacqw",
"LMAT","LeMaitre Vascular, Inc.","26.22","$529.08M","2006","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/lmat",
"TREE","LendingTree, Inc.","203.47","$2.65B","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/tree",
"LEVL","Level One Bancorp, Inc.","15.22","$117.72M","2018","Finance","Major Banks","https://old.nasdaq.com/symbol/levl",
"LXRX","Lexicon Pharmaceuticals, Inc.","1.96","$209.66M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/lxrx",
"LX","LexinFintech Holdings Ltd.","8.11","$1.42B","2017","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/lx",
"LFAC","LF Capital Acquistion Corp.","10.37","$201.24M","2018","Finance","Business Services","https://old.nasdaq.com/symbol/lfac",
"LFACU","LF Capital Acquistion Corp.","10.2711","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/lfacu",
"LFACW","LF Capital Acquistion Corp.","0.3","n/a","2018","Finance","Business Services","https://old.nasdaq.com/symbol/lfacw",
"LGIH","LGI Homes, Inc.","48.28","$1.22B","2013","Capital Goods","Homebuilding","https://old.nasdaq.com/symbol/lgih",
"LHCG","LHC Group","121.01","$3.81B","2005","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/lhcg",
"LLIT","Lianluo Smart Limited","0.4199","$7.43M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/llit",
"LBRDA","Liberty Broadband Corporation","119.78","$21.79B","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/lbrda",
"LBRDK","Liberty Broadband Corporation","122.57","$22.3B","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/lbrdk",
"LBTYA","Liberty Global plc","17.62","$11.15B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lbtya",
"LBTYB","Liberty Global plc","18.36","$11.61B","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/lbtyb",
"LBTYK","Liberty Global plc","16.81","$10.63B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/lbtyk",
"LILA","Liberty Latin America Ltd.","10.39","$1.89B","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/lila",
"LILAK","Liberty Latin America Ltd.","10.07","$1.83B","n/a","Consumer Services","Television Services","https://old.nasdaq.com/symbol/lilak",
"BATRA","Liberty Media Corporation","18.24","$933.76M","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/batra",
"BATRK","Liberty Media Corporation","17.79","$910.73M","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/batrk",
"FWONA","Liberty Media Corporation","23.85","$5.52B","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/fwona",
"FWONK","Liberty Media Corporation","25.6","$5.93B","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/fwonk",
"LSXMA","Liberty Media Corporation","29.08","$9.14B","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/lsxma",
"LSXMB","Liberty Media Corporation","32.9373","$10.35B","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/lsxmb",
"LSXMK","Liberty Media Corporation","29.48","$9.27B","n/a","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/lsxmk",
"LTRPA","Liberty TripAdvisor Holdings, Inc.","2.13","$160.01M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/ltrpa",
"LTRPB","Liberty TripAdvisor Holdings, Inc.","38.9","$2.92B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/ltrpb",
"LSACU","LifeSci Acquisition Corp.","10","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/lsacu",
"LCUT","Lifetime Brands, Inc.","4.94","$105M","1991","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/lcut",
"LFVN","Lifevantage Corporation","12.78","$182.68M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/lfvn",
"LWAY","Lifeway Foods, Inc.","2.42","$37.72M","n/a","Consumer Non-Durables","Packaged Foods","https://old.nasdaq.com/symbol/lway",
"LGND","Ligand Pharmaceuticals Incorporated","96.36","$1.54B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/lgnd",
"LTBR","Lightbridge Corporation","2.08","$6.87M","n/a","Consumer Services","Professional Services","https://old.nasdaq.com/symbol/ltbr",
"LPTH","LightPath Technologies, Inc.","2.08","$53.78M","1996","Technology","Semiconductors","https://old.nasdaq.com/symbol/lpth",
"LLEX","Lilis Energy, Inc.","0.172","$16.54M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/llex",
"LMB","Limbach Holdings, Inc.","2.85","$21.91M","n/a","Basic Industries","Engineering & Construction","https://old.nasdaq.com/symbol/lmb",
"LLNW","Limelight Networks, Inc.","5.91","$701M","2007","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/llnw",
"LMST","Limestone Bancorp, Inc.","11.75","$88M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/lmst",
"LMNL","Liminal BioSciences Inc.","8.0201","$187.83M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/lmnl",
"LMNR","Limoneira Co","12.05","$215.19M","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://old.nasdaq.com/symbol/lmnr",
"LINC","Lincoln Educational Services Corporation","2.44","$64.33M","2005","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/linc",
"LECO","Lincoln Electric Holdings, Inc.","72.66","$4.37B","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/leco",
"LIND","Lindblad Expeditions Holdings Inc. ","5.25","$261.02M","2013","Consumer Services","Transportation Services","https://old.nasdaq.com/symbol/lind",
"LPCN","Lipocine Inc.","0.5199","$24.88M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/lpcn",
"LIQT","LiqTech International, Inc.","4.43","$91.06M","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/liqt",
"YVR","Liquid Media Group Ltd.","2.99","$18.25M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/yvr",
"LQDA","Liquidia Technologies, Inc.","6.17","$175.03M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/lqda",
"LQDT","Liquidity Services, Inc.","4.88","$165.87M","2006","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/lqdt",
"LFUS","Littelfuse, Inc.","128.88","$3.15B","n/a","Consumer Durables","Electrical Products","https://old.nasdaq.com/symbol/lfus",
"LIVK","LIV Capital Acquisition Corp.","9.61","$77.36M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/livk",
"LIVKU","LIV Capital Acquisition Corp.","9.8","$58.8M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/livku",
"LIVKW","LIV Capital Acquisition Corp.","0.1408","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/livkw",
"LIVN","LivaNova PLC","47","$2.28B","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/livn",
"LOB","Live Oak Bancshares, Inc.","13.86","$559.21M","2015","Finance","Major Banks","https://old.nasdaq.com/symbol/lob",
